FULL_DATE,OFFRNG_ID,GEO_ID,OPRTNTY_CREATD_AMT,NO_OF_OPRTNTY_CREATD,NO_OF_WINS,OPRTNTY_WON_AMT
"2017-01-06","194","39","165000.00","1","0","0.00"
"2017-01-06","194","223","5000.00","1","0","0.00"
"2017-01-06","194","169","3420.00","1","0","0.00"
"2017-01-06","194","223","453626.00","1","0","0.00"
"2017-01-06","194","71","110000.00","1","0","0.00"
"2017-01-06","194","216","50000.00","1","0","0.00"
"2017-01-06","194","98","26666.00","1","0","0.00"
"2017-01-06","194","224","61980.00","1","0","0.00"
"2017-01-06","194","71","61551.00","1","0","0.00"
"2017-01-06","194","112","0.00","0","1","88000.00"
"2017-01-06","194","106","159373.00","1","0","0.00"
"2017-01-06","236","98","26643.00","1","0","0.00"
"2017-01-06","192","224","1660.00","1","1","2578.00"
"2017-01-06","194","210","5342.00","1","0","0.00"
"2017-01-06","194","14","385092.00","1","0","0.00"
"2017-01-06","192","224","11000.00","1","0","0.00"
"2017-01-06","194","224","10000.00","1","0","0.00"
"2017-01-06","194","224","300000.00","1","0","0.00"
"2017-01-06","194","223","500000.00","1","0","0.00"
"2017-01-06","194","223","52089.00","1","0","0.00"
"2017-01-06","194","224","12629.00","1","0","0.00"
"2017-01-06","194","224","137500.00","2","0","0.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","105","30000.00","1","0","0.00"
"2017-01-06","194","210","104000.00","1","0","0.00"
"2017-01-06","194","223","29268.00","1","0","0.00"
"2017-01-06","194","281","35000.00","1","0","0.00"
"2017-01-06","194","209","0.00","0","1","7041.00"
"2017-01-06","194","224","50000.00","1","0","0.00"
"2017-01-06","194","31","38654.00","1","0","0.00"
"2017-01-06","194","151","0.00","1","0","0.00"
"2017-01-06","194","210","0.00","0","1","909797.00"
"2017-01-06","194","14","6645.00","1","0","0.00"
"2017-01-06","194","106","0.00","0","1","165713.00"
"2017-01-06","194","223","79742.00","1","0","0.00"
"2017-01-06","191","39","0.00","0","1","1344.00"
"2017-01-06","194","224","1000.00","1","0","0.00"
"2017-01-06","194","223","15000.00","1","0","0.00"
"2017-01-06","194","224","26000.00","1","0","0.00"
"2017-01-06","197","224","1800.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","2","2.00"
"2017-01-06","194","122","48294.00","1","0","0.00"
"2017-01-06","194","224","17875.00","1","0","0.00"
"2017-01-06","194","281","15100.00","1","0","0.00"
"2017-01-06","194","143","198567.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","208665.00"
"2017-01-06","194","127","989000.00","1","0","0.00"
"2017-01-06","194","224","250000.00","1","0","0.00"
"2017-01-06","194","224","235000.00","3","0","0.00"
"2017-01-06","194","224","150000.00","1","0","0.00"
"2017-01-06","194","190","4000000.00","1","0","0.00"
"2017-01-06","194","169","1000000.00","1","0","0.00"
"2017-01-06","194","190","0.00","0","1","4953.00"
"2017-01-06","194","46","4832.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","223","7812.00","1","0","0.00"
"2017-01-06","213","78","260000.00","1","0","0.00"
"2017-01-06","195","71","10000.00","1","0","0.00"
"2017-01-06","271","223","250000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","224","25000.00","1","0","0.00"
"2017-01-06","194","210","400000.00","1","0","0.00"
"2017-01-06","194","224","150000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","667274.00"
"2017-01-06","194","196","25800.00","1","0","0.00"
"2017-01-06","194","39","0.00","1","0","0.00"
"2017-01-06","194","106","0.00","0","4","50152.00"
"2017-01-06","194","224","12350.00","3","0","0.00"
"2017-01-06","194","106","207617.00","2","0","0.00"
"2017-01-06","192","224","2770.00","1","1","2770.00"
"2017-01-06","194","106","28571.00","1","0","0.00"
"2017-01-06","194","98","91108.00","2","2","91108.00"
"2017-01-06","194","78","50000.00","1","0","0.00"
"2017-01-06","194","224","75000.00","1","0","0.00"
"2017-01-06","197","0","10000.00","2","0","0.00"
"2017-01-06","263","224","0.00","0","1","0.00"
"2017-01-06","194","224","800000.00","1","0","0.00"
"2017-01-06","194","224","10000.00","1","0","0.00"
"2017-01-06","194","31","33008.00","1","0","0.00"
"2017-01-06","194","223","0.00","0","1","31250.00"
"2017-01-06","194","46","100000.00","1","0","0.00"
"2017-01-06","194","160","80000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","223","0.00","1","0","0.00"
"2017-01-06","194","106","0.00","0","1","17038.00"
"2017-01-06","232","0","359.00","1","0","0.00"
"2017-01-06","194","210","0.00","1","1","38818.00"
"2017-01-06","194","223","1562500.00","1","1","231503.00"
"2017-01-06","186","223","7812.00","1","0","0.00"
"2017-01-06","194","190","85000.00","1","0","0.00"
"2017-01-06","194","70","0.00","0","1","540.00"
"2017-01-06","194","106","155770.00","2","0","0.00"
"2017-01-06","194","224","40000.00","1","0","0.00"
"2017-01-06","187","223","121093.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","31000.00"
"2017-01-07","196","224","0.00","0","1","1728.00"
"2017-01-07","194","106","0.00","0","0","0.00"
"2017-01-07","314","224","0.00","0","1","0.00"
"2017-01-07","194","224","25000.00","1","0","0.00"
"2017-01-07","194","224","500000.00","1","0","0.00"
"2017-01-07","194","198","0.00","0","1","1644.00"
"2017-01-07","202","224","30000.00","1","0","0.00"
"2017-01-07","194","224","0.00","0","1","0.00"
"2017-01-07","194","224","0.00","1","0","0.00"
"2017-01-07","194","224","2250000.00","2","0","0.00"
"2017-01-07","188","224","0.00","0","1","14541.00"
"2017-01-07","196","224","364000.00","1","0","0.00"
"2017-01-07","236","224","0.00","0","1","0.00"
"2017-01-07","236","224","0.00","1","0","0.00"
"2017-01-07","194","106","1919427.00","3","0","0.00"
"2017-01-07","194","224","25000.00","1","0","0.00"
"2017-01-07","194","224","25000.00","1","0","0.00"
"2017-01-07","232","224","302.00","1","0","0.00"
"2017-01-07","194","224","325000.00","2","0","0.00"
"2017-01-07","178","106","123809.00","1","0","0.00"
"2017-01-07","194","224","0.00","0","1","0.00"
"2017-01-07","194","171","250000.00","1","0","0.00"
"2017-01-07","194","106","47618.00","1","0","0.00"
"2017-01-07","194","71","10000.00","1","0","0.00"
"2017-01-07","194","224","0.00","0","1","100000.00"
"2017-01-08","194","185","1000000.00","1","0","0.00"
"2017-01-08","207","224","0.00","0","1","8197.00"
"2017-01-08","194","14","0.00","1","0","0.00"
"2017-01-08","194","204","0.00","2","0","0.00"
"2017-01-08","194","210","80000.00","1","0","0.00"
"2017-01-08","194","103","100000.00","1","0","0.00"
"2017-01-08","194","103","150000.00","1","0","0.00"
"2017-01-08","194","116","150000.00","1","0","0.00"
"2017-01-08","194","112","210000.00","1","0","0.00"
"2017-01-08","194","101","0.00","1","0","0.00"
"2017-01-08","194","224","100000.00","2","0","0.00"
"2017-01-08","194","112","20999.00","1","0","0.00"
"2017-01-08","178","224","0.00","0","1","42975.00"
"2017-01-08","194","71","12.00","1","0","0.00"
"2017-01-08","194","206","0.00","1","0","0.00"
"2017-01-08","194","224","0.00","0","1","38400.00"
"2017-01-08","194","166","80000.00","1","0","0.00"
"2017-01-08","194","103","50000.00","1","0","0.00"
"2017-01-08","194","210","60000.00","1","0","0.00"
"2017-01-08","194","224","100000.00","1","0","0.00"
"2017-01-08","194","224","100.00","1","0","0.00"
"2017-01-08","182","104","0.00","0","1","2982.00"
"2017-01-08","194","103","0.00","0","1","25194.00"
"2017-01-08","197","224","0.00","0","1","10575.00"
"2017-01-08","194","166","13000.00","1","0","0.00"
"2017-01-08","194","106","66665.00","1","0","0.00"
"2017-01-08","178","224","0.00","0","1","1340.00"
"2017-01-08","196","224","680000.00","1","0","0.00"
"2017-01-08","194","224","6272258.00","3","0","0.00"
"2017-01-08","263","224","20001.00","2","0","0.00"
"2017-01-08","194","14","22428.00","1","0","0.00"
"2017-01-08","194","171","150000.00","1","0","0.00"
"2017-01-08","194","169","0.00","1","0","0.00"
"2017-01-08","194","204","30000000.00","1","0","0.00"
"2017-01-08","194","222","25000.00","1","0","0.00"
"2017-01-08","194","171","750000.00","1","0","0.00"
"2017-01-08","197","224","0.00","0","1","6283.00"
"2017-01-08","194","210","10000.00","1","0","0.00"
"2017-01-08","194","224","350000.00","3","0","0.00"
"2017-01-08","194","98","99998.00","1","0","0.00"
"2017-01-08","194","57","0.00","0","1","70000.00"
"2017-01-08","194","78","450000.00","6","0","0.00"
"2017-01-08","194","185","0.00","1","0","0.00"
"2017-01-08","194","223","200000.00","1","0","0.00"
"2017-01-08","194","205","400000.00","6","0","0.00"
"2017-01-08","194","224","100001.00","2","0","0.00"
"2017-01-08","194","224","170000.00","1","0","0.00"
"2017-01-08","194","103","1000.00","1","1","1283.00"
"2017-01-08","194","224","50000.00","1","0","0.00"
"2017-01-08","232","224","0.00","0","1","302.00"
"2017-01-08","194","62","0.00","0","1","10227.00"
"2017-01-08","194","210","300000.00","1","0","0.00"
"2017-01-08","194","224","0.00","0","1","10000.00"
"2017-01-08","194","78","60000.00","1","0","0.00"
