ctry_name,intgrtd_mngmt_name,intgrtd_operating_team_name,city,st,sec_lvl_domn,device_type,operating_sys,ip_addr,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,hour_avg,daily_avg,avg_bounce_rate,date,bot_prob
United States,United States,North America,RALEIGH,NORTH CAROLINA,unkown_domain,unkown_device,LINUX,091a62e8c2b93209f49343229b267eca2149f7e9d08713d8f1b3325daae1428c,1,0,1,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0833333333333333,26,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,MOHALI,MAHARASHTRA,unkown_domain,unkown_device,LINUX,96673fe36ecfb37a93e7ce05525b23ad6e2df67a10d9d02f609b0c36104cdbbc,0,0,0,0,3,6,0,1,2,5,1,1,4,4,0,0,0,0,0,0,0,0,0,0,1.125,27,100.0,2019-06-10,0.35
United States,United States,North America,DALLAS,TEXAS,unkown_domain,unkown_device,LINUX,0d1259eeacefdc80f791e3a820590dcd55656f67f006bef78b60c3eb4d75bb43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,2,42,21,16,29,6.0,144,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,MAUA,SAO PAULO,TELESP.NET.BR,unkown_device,LINUX,b0f8297207c0cd1e31b0822cbad2f877536ab86d921785d5c9050a3d386cda5d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,19,10,7,7,0,0,0,2.375,57,100.0,2019-06-10,0.35
United States,United States,North America,CHICAGO,ILLINOIS,SINGLEHOP.COM,unkown_device,LINUX,fca6ed8044368469318732febfc6fc8ad96534305ae10abe36e5fc3c9ee70f75,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,144,100.0,2019-06-10,0.35
United States,United States,North America,DALLAS,TEXAS,unkown_domain,unkown_device,LINUX,d096d6960afe4ceceb7cc15c850c03a76cabdca70db8035edbe92e7eac7e5793,29,46,21,22,35,34,31,58,10,31,1,0,0,0,0,0,0,48,5,11,4,18,28,30,19.25,462,100.0,2019-06-10,0.35
Colombia,SSA,Latin America,MEDELLIN,ANTIOQUIA,UNE.NET.CO,unkown_device,LINUX,ae126ef4efeef3e528a2eb7468dd7d5f19a9d1f61b9c7e575f1d7827ebe5c6cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,2,1,0,0,0.5,12,100.0,2019-06-10,0.35
United States,United States,North America,SEATTLE,WASHINGTON,unkown_domain,unkown_device,LINUX,1ac674829d95d5c3bd8add38a95e364cabcf53a54619de2b49336c57d0ea6f96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,27,26,0,16,3,1,4.541666666666667,109,100.0,2019-06-10,0.35
United Kingdom,UKI,Europe,CRANE MOOR,BARNSLEY,OCF.CO.UK,unkown_device,LINUX,e69f41bb9faef9016a27b5825513979412d39998d6c15bbb0c1e4a3ea755ddab,0,0,0,0,0,0,0,0,20,2,0,0,9,0,13,0,0,0,0,0,0,0,0,0,1.8333333333333333,44,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,THIRUVANANTHAPURAM,KERALA,unkown_domain,unkown_device,LINUX,2f9f50b9952810af966acab2a2dc586b2eb9b7759f6cd14aabf111ca499b0d5a,0,0,0,0,0,4,10,3,0,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1.2083333333333333,29,100.0,2019-06-10,0.35
Australia,Australia/NZ,Asia Pacific,SYDNEY,NEW SOUTH WALES,REALHOST.COM.AU,unkown_device,LINUX,f4376fe7a0cbc72b661fbe4d5cf1588849d1b1d99944ad94b4954e0b70f4868d,29,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,36,100.0,2019-06-10,0.35
South Africa,Middle East & Africa,Middle East & Africa,CAPE TOWN,WESTERN CAPE,STANDARDBANK.CO.ZA,unkown_device,LINUX,cf56707e2a2eed90b6bb784f744e961311598d859a3d0f2d70e420263e96cb76,0,0,0,0,0,0,0,1,7,3,1,5,1,6,5,3,0,0,0,0,0,0,0,0,1.3333333333333333,32,100.0,2019-06-10,0.35
Poland,CEE,Europe,WARSZAWA,MAZOWIECKIE,unkown_domain,unkown_device,LINUX,5a52b54a7219b68be457fca0e32d37faeb32b5d7733882624040c608985c2bd5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30,0,0,0,0,0,0,0,0,0,1.4583333333333333,35,100.0,2019-06-10,0.35
Italy,Italy,Europe,MILANO,MILANO,FASTWEBNET.IT,unkown_device,LINUX,4fcab14ef1d25cb5cddf801e9d8b401d24c583541619aeb0f6ee9ead92b1dadd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,1.0416666666666667,25,100.0,2019-06-10,0.35
United Kingdom,UKI,Europe,EDINBURGH,EDINBURGH,ED.AC.UK,unkown_device,LINUX,595d6189351b138881b38b10946a34a6514d653d9a490e37e92d9ff8da4fc90a,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,10,0,0,0,0,0,0,0,0,1.1666666666666667,28,100.0,2019-06-10,0.35
United States,United States,North America,ASHBURN,VIRGINIA,PAYSPACE.LV,unkown_device,LINUX,b8f3c4dac72229b7cd7bc7783cd785a2dfdf9e6e23848b95381b33c9641fd807,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,144,100.0,2019-06-10,0.35
Poland,CEE,Europe,RZESZOW,PODKARPACKIE,SKYWARE.PL,unkown_device,LINUX,10815e1023ad5b05da9ee599ade0299889ec687cc8dc904be910ce39b1d7d89d,0,0,0,0,0,1,15,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1666666666666667,28,100.0,2019-06-10,0.35
Kazakhstan,CEE,Europe,ASTANA,ASTANA,unkown_domain,unkown_device,LINUX,7d6ee238b27b025f9447fe72c384ccd7e8cf91dcabd8b8c82d769b8dd48fc61a,0,0,0,0,0,0,9,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0416666666666667,25,100.0,2019-06-10,0.35
Cambodia,ASEAN,Asia Pacific,PHNOM PENH,PHNUM PENH,unkown_domain,unkown_device,LINUX,592398a66e047676c6a0b676be4865eb76f635d9af49c733cee3f6add202ca52,0,0,0,0,9,31,0,28,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.208333333333333,77,100.0,2019-06-10,0.35
South Africa,Middle East & Africa,Middle East & Africa,CAPE TOWN,WESTERN CAPE,STANDARDBANK.CO.ZA,unkown_device,LINUX,3db7001d48366d31e6c0bccd0594596eb7becec22b6ad30998b0541f89e44806,0,0,0,0,3,4,1,0,6,11,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1.5,36,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,KOLKATA,WEST BENGAL,unkown_domain,unkown_device,LINUX,3977c86ba685ffe29946c898cbabee6675f8bf74c57f9235e7888bfdff8bb644,0,0,0,2,0,1,1,1,2,10,2,6,0,2,0,2,0,0,0,0,0,0,0,0,1.2083333333333333,29,100.0,2019-06-10,0.35
Russian Federation,CEE,Europe,CHELYABINSK,CHELYABINSKAYA OBLAST',unkown_domain,unkown_device,LINUX,38f195d05a0dfbc4bc9e51cbee6e95e39dd27e22b94dc6278e159adbdc2cc5b6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,6,1,0,0,0,0,0,0,0,1.0833333333333333,26,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,UBERABA,MINAS GERAIS,CTBCNETSUPER.COM.BR,unkown_device,LINUX,987736750aa1c6ab262310bac75ea949df306314d438494a374dd6035f4949b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,1,5,19,1,0,1.4166666666666667,34,100.0,2019-06-10,0.35
United States,United States,North America,NEW YORK,NEW YORK,UBS.NET,unkown_device,LINUX,bf68673629dfce54ec4ca7b973cafd1a86680070eae72d07446b5b154058a4d6,0,0,0,0,0,0,0,0,0,3,3,1,1,2,1,2,5,0,1,0,2,4,0,0,1.0416666666666667,25,100.0,2019-06-10,0.35
South Africa,Middle East & Africa,Middle East & Africa,CAPE TOWN,WESTERN CAPE,STANDARDBANK.CO.ZA,unkown_device,LINUX,c1437aadaa59cba35901afc54d8682cb48ec7aed3461b4d2243c0d95208ca434,0,0,0,0,0,0,0,5,1,1,1,6,11,5,1,0,0,0,0,0,0,0,0,0,1.2916666666666667,31,100.0,2019-06-10,0.35
United States,United States,North America,FREMONT,CALIFORNIA,unkown_domain,unkown_device,LINUX,f9b7be43e62aa056c882b71c99b09f6c40f3b27b40cf26f4062161b256d9f1fc,1,1,3,2,0,0,0,1,2,7,5,0,1,2,2,4,0,3,2,0,0,0,0,0,1.5,36,100.0,2019-06-10,0.35
Egypt,Middle East & Africa,Middle East & Africa,AL QAHIRAH,AL QAHIRAH,TEDATA.NET,unkown_device,LINUX,e343432660a471709a9d2017dd6163d21f1acad4cb59518700d1acf2ce8fe671,0,0,0,0,0,0,0,22,6,0,1,4,6,0,1,0,0,0,0,0,0,0,0,0,1.6666666666666667,40,100.0,2019-06-10,0.35
Poland,CEE,Europe,KONSTANCIN-JEZIORNA,MAZOWIECKIE,PSE.PL,unkown_device,LINUX,175ca0a3a59aa9c0a540e4481794f869b82a40aacf15cb827527a20ad2c55e33,0,0,0,0,0,2,1,1,3,0,22,5,3,4,0,2,0,0,0,0,0,0,0,0,1.7916666666666667,43,100.0,2019-06-10,0.35
Greece,SPGI,Europe,ATHINA,ATTIKI,INTRALOT.COM,unkown_device,LINUX,9bb8ad518531505c0e01c86c457c193d0c26fe0a93bb36f4700854b5f4975faf,0,0,0,0,0,0,0,1,1,0,5,10,20,0,2,2,1,0,0,0,0,0,0,0,1.75,42,100.0,2019-06-10,0.35
United States,United States,North America,DALLAS,TEXAS,unkown_domain,unkown_device,LINUX,01e87d845f478bc207a3016c171efcec9f88b7abccf178655bd9016bb28d65b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,17,9,28,29,19,6.583333333333332,158,100.0,2019-06-10,0.35
Singapore,ASEAN,Asia Pacific,SINGAPORE,NONE,YTLCO.COM.SG,unkown_device,LINUX,18b3eb737ab87d10b071736e38fecb636aa17b479211f1550de520fbaa72e847,0,0,2,8,0,14,4,34,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.291666666666667,103,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,SAO PAULO,SAO PAULO,QUILOMBAS.COM,unkown_device,LINUX,f0ff545d37dd0dcbae2be19751df099974553143423d37dc07adba96bdcdbb6a,0,0,0,0,0,0,0,0,0,0,1,0,0,4,11,10,0,2,2,0,0,0,0,0,1.25,30,100.0,2019-06-10,0.35
Spain,SPGI,Europe,MADRID,MADRID,unkown_domain,unkown_device,LINUX,e6075fca22235165981f397d7b927cd09a9b51dd908e1c9194a5d592f1976081,0,0,0,0,0,0,0,5,2,7,19,11,0,8,2,0,17,0,0,0,0,0,0,0,2.958333333333333,71,100.0,2019-06-10,0.35
Sweden,Nordic,Europe,OREBRO,OREBRO LAN,unkown_domain,unkown_device,LINUX,49610a63802947b3791cdcb6516d81d6b05fa1ea7a4b0426e5fd887a7203460c,0,0,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,1.2916666666666667,31,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,NOIDA,UTTAR PRADESH,unkown_domain,unkown_device,LINUX,09afeab9a997100eaf2dfe77c3de4b1e76bb68a8fae2e5710cc171c709faf597,0,0,0,0,2,1,3,6,3,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1.125,27,100.0,2019-06-10,0.35
Finland,Nordic,Europe,JYVASKYLA,KESKI-SUOMI,TNNET.FI,unkown_device,LINUX,822bf2d120db696fc37bd3bc3af60ad59b41877446e67ea5efe1829e2c0b2db9,0,0,0,0,0,0,9,10,3,0,5,5,4,2,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,38,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,NEW DELHI,DELHI,unkown_domain,unkown_device,LINUX,47291c73ad1556d2b9eb743b16cbc518266c81011f8e9702d2332c9e7adef1ca,0,0,0,0,0,0,0,5,0,6,14,9,13,9,0,0,3,78,0,0,0,0,0,0,5.708333333333332,137,100.0,2019-06-10,0.35
Spain,SPGI,Europe,MADRID,MADRID,RIMA-TDE.NET,unkown_device,LINUX,6eb2f60c253cabaf9b2de530197e3e3fb8bc13dfd4abe982f60179c8858f86d4,0,0,0,0,0,0,0,0,7,0,1,7,6,0,7,1,0,0,0,0,0,0,0,0,1.2083333333333333,29,100.0,2019-06-10,0.35
Germany,DACH,Europe,BERLIN-TEMPELHOF,BERLIN,KABEL-DEUTSCHLAND.DE,unkown_device,LINUX,af4306197cb2978569468bfb4c5b9d7bf9db9a1f7bc351673658692da2342b13,0,0,0,0,0,0,0,0,1,1,7,1,0,0,0,0,16,0,0,1,7,64,0,0,4.083333333333333,98,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,FORTALEZA,CEARA,BAYDENET.COM.BR,unkown_device,LINUX,959eb60f6550898d98816eac4aa3525c1fc7942217e008c992f4f9a39ef78034,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1.0416666666666667,25,100.0,2019-06-10,0.35
United States,United States,North America,NEW YORK,NEW YORK,unkown_domain,unkown_device,LINUX,950fcd792129c2393b754e1a1f9f833fb1fc5883fdfa1cce5b0eb5f95ff4db5b,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,13,1,1,3,0,0,1.375,33,100.0,2019-06-10,0.35
Canada,Canada,North America,MONTREAL,QUEBEC,BELL.CA,unkown_device,LINUX,37fedf241fbee163b6f0fcde507a1067da057a183f12aeaa2e1c4a63674bc9a9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,8,1,0,0,0,0,0,7,1.375,33,100.0,2019-06-10,0.35
Canada,Canada,North America,TORONTO,ONTARIO,COGENTCO.COM,unkown_device,LINUX,3ebbe3c7a0d0add76afedc6c6454f08bf1c7df52a69f1a9d6eaab894f4e91ad1,10,7,4,0,0,25,8,1,17,7,1,1,0,19,1,1,3,8,3,6,0,6,8,13,6.208333333333332,149,100.0,2019-06-10,0.35
United States,United States,North America,FREMONT,CALIFORNIA,unkown_domain,unkown_device,LINUX,185ee7e6c9a686ac5d2c3110970b32243acd0b7de5f05577b79c3986c2815551,0,1,0,1,0,9,1,0,3,1,3,0,2,1,3,1,0,4,0,0,0,0,0,0,1.25,30,100.0,2019-06-10,0.35
United States,United States,North America,ABSECON,NEW JERSEY,unkown_domain,unkown_device,LINUX,a0d9dd518991c7af512c022f06739a971b41272c23ba107d0947578a9b307bc3,2,14,9,4,0,4,0,5,1,4,2,0,0,1,1,0,0,2,1,0,0,0,0,0,2.083333333333333,50,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,THIRUVANANTHAPURAM,KERALA,unkown_domain,unkown_device,LINUX,c830f151df95688efbfa24555a9795a2465fa16136b18d9dd6d85682c297bc0f,0,0,0,0,0,3,10,4,0,3,13,0,3,8,3,0,0,0,0,0,0,0,0,0,1.9583333333333333,47,100.0,2019-06-10,0.35
United States,United States,North America,FREMONT,CALIFORNIA,unkown_domain,unkown_device,LINUX,ad56c539c4aa9d04e28ced95f00594d21df541f9925849e0143e54fcbea47626,0,0,0,0,2,4,1,7,3,0,0,4,2,6,0,1,3,2,0,0,0,0,0,0,1.4583333333333333,35,100.0,2019-06-10,0.35
Argentina,SSA,Latin America,LA PLATA,BUENOS AIRES,ARBA.GOV.AR,unkown_device,LINUX,5ddce362278c42cae20ab8ce8a14054e42bb0795235a68e9b7f0a265fa24570f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,71,33,0,0,0,0,0,6.166666666666668,148,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,SALVADOR,BAHIA,MORENAVEICULOS.COM.BR,unkown_device,LINUX,456e66db1124d3b3163089dbd2a579be467b3ece2dea9eefcd0d0064f94ec162,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,17,1,14,5,6,0,0,1,2.083333333333333,50,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,OURO PRETO,MINAS GERAIS,CLARO.NET.BR,unkown_device,LINUX,063a80a3376fdf5e03ce0b1c168ee3ae6b70299c0ee790253302c17ffe429c7d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,1,36,6,0,1,1,0,2.7916666666666665,67,100.0,2019-06-10,0.35
Israel,SPGI,Europe,PETAH TIKVA,HAMERKAZ,BEZEQINT.NET,unkown_device,LINUX,df09a21a55b78cd4fd2f026008f4b824e72161f74ebcdcf49ddbec9cb966c638,0,0,0,0,0,1,1,0,0,1,0,1,8,3,5,9,0,0,0,0,0,0,0,0,1.2083333333333333,29,100.0,2019-06-10,0.35
Indonesia,ASEAN,Asia Pacific,JAKARTA,JAKARTA RAYA,unkown_domain,unkown_device,LINUX,2b62d63d1911996d51a78634b8f631e3c0dd9c17c9da22f9a1e839707a2e11ed,0,0,1,3,5,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1666666666666667,28,100.0,2019-06-10,0.35
